Song_ID,Song,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Mood
1tkmVqUozWhJIGtnJwunRe,The Invisible Line (Motivational Speech),Fearless Motivation,0.475,0.782,8,-7.988,1,0.215,0.258,0.0,0.141,0.567,109.205,327401,4,fear
0azEcv7hh2BrukY3wPmoTz,Who's in the Mirror,"Fearless Motivation, Alpha",0.269,0.893,5,-6.183,1,0.418,0.0572,0.000514,0.0824,0.442,201.94,199780,4,fear
5PlZe1nH8gFUATQ5GJOxNg,Persistence (Motivational Speech),Fearless Motivation,0.413,0.647,2,-12.455,0,0.307,0.612,0.0,0.128,0.394,91.897,451200,4,fear
1qWI8HJ9xEqCb2nZhyaOsd,Bitter Better,Fearless Motivation,0.475,0.826,2,-7.246,1,0.291,0.0547,0.0,0.305,0.216,97.408,180419,4,fear
1dN65gvtdTWuSOxlc3i41s,Step Up,Faith and Freedom,0.542,0.905,8,-7.089,0,0.209,0.00461,0.0,0.356,0.796,157.243,187779,4,fear
0eBi3AtblG7nUcDKYFgC8I,Born to Win,Faith and Freedom,0.547,0.849,0,-7.495,1,0.0606,0.000264,0.0803,0.113,0.25,81.99,198422,4,fear
1kIHuZDYtueX4Lpw3Topmf,Colossus (Epic Background Music),Fearless Motivation Instrumentals,0.12,0.257,0,-18.787,0,0.0345,0.101,0.946,0.114,0.0639,74.225,216000,1,fear
0UiRkB8V0OFlVXi6qLIhVD,Never Let Go,Fearless Motivation,0.546,0.71,4,-7.11,0,0.0657,0.233,0.0,0.275,0.189,129.749,204173,4,fear
6JWdUpT22YUgCpgzoUhey6,Undefeated,"Fearless Motivation, Alpha",0.616,0.735,10,-7.861,0,0.394,0.31,0.0,0.0563,0.18,93.927,202021,4,fear
2eH8ZSolisFjgJYgbamD2Y,Oath of Champions,Fearless Motivation,0.426,0.875,1,-7.604,1,0.222,0.000493,0.00217,0.16,0.511,182.133,176425,4,fear
3jI78Mg240kzbVReo8KHTE,It Won’t Always Rain,Fearless Motivation,0.68,0.598,9,-8.85,1,0.182,0.0219,1.09e-05,0.109,0.332,139.913,213476,4,fear
6qSqmqDVlSVYBJtmRRgm2E,Believe (You Gotta),"Fearless Motivation, Alpha",0.461,0.665,9,-8.215,1,0.0991,0.00582,0.0,0.127,0.0722,100.96,174117,4,fear
1mf2O8EFSQlhYh7pQBAwju,The People United Will Never Be Divided,Fearless Motivation,0.791,0.957,7,-4.948,1,0.227,0.204,0.0,0.179,0.221,88.076,182749,4,fear
6zjKYsWVX5WDHmgNgtsWu0,I Am Unbreakable,Fearless Motivation,0.394,0.734,2,-7.435,1,0.0763,0.00375,0.0123,0.0992,0.22,105.064,197508,4,fear
3dLA4CNdoVditkLD0axEpU,You Have a Mind of Your Own (Motivational Speech),Fearless Motivation,0.576,0.78,7,-8.637,0,0.394,0.308,0.0,0.126,0.313,107.399,402200,4,fear
0P2qdsqXoWSaw0gREsIfM3,Don't Pray for an Easy Life,"Fearless Motivation, Alpha",0.703,0.853,0,-7.75,1,0.257,0.156,0.0,0.293,0.349,130.182,218292,4,fear
4a5iDyreEzuSR356MytVxr,Courage (Motivational Speech),Fearless Motivation,0.393,0.801,0,-6.307,1,0.352,0.472,0.0,0.111,0.275,84.432,220432,3,fear
71bXAl49idzy7qI1RTpOOF,I Only Sleep in My Bed,"Fearless Motivation, The Julianno",0.606,0.682,0,-8.438,1,0.147,0.0205,0.0,0.149,0.204,125.046,180200,4,fear
2EKcaGSVbr50dDVguspyPB,I Am Fearless,"Fearless Motivation, Alpha",0.606,0.78,2,-7.095,1,0.085,0.108,0.0,0.081,0.699,92.046,181000,4,fear
05sDa0WejVKcjDXB797d1d,David and Goliath,Fearless Motivation,0.611,0.834,11,-7.379,0,0.0604,0.0109,3.67e-06,0.333,0.426,62.997,207000,4,fear
1yp3t2SSH4yElIKHCkMuke,Hello Dear Friend,"Fearless Motivation, The Julianno",0.621,0.846,3,-8.885,1,0.0447,0.111,0.00587,0.24,0.487,130.002,271000,4,fear
0tGKo3hvFS2q9dPnREUOXe,Outshine the Dark,"Fearless Motivation, The Julianno",0.46,0.709,8,-9.562,1,0.0562,0.315,1.1e-06,0.227,0.314,107.676,241328,4,fear
20JbwvMc9bXJZBriPum7H3,Prove Them Wrong (Motivational Speech),Fearless Motivation,0.415,0.843,8,-6.454,1,0.398,0.716,0.000219,0.303,0.184,140.805,81749,4,fear
66ebfLVhjyyEeWGWWZ0uHy,Raise Your Standards (Motivational Speech),Fearless Motivation,0.558,0.734,6,-9.876,0,0.353,0.285,0.0,0.278,0.465,116.328,415000,4,fear
10caXNKOpIQ7ZJ96XS57d4,I Didn't Come This Far to Only Come This Far (Greatness Remix),Fearless Motivation,0.529,0.947,0,-4.376,0,0.366,0.345,0.0,0.198,0.214,100.496,142707,3,fear
36A49ObYDDXI1jiSJpkmIT,Dig Deep and Find Life (Greatness Remix),Fearless Motivation,0.525,0.982,7,-2.363,0,0.402,0.709,0.0,0.34,0.201,94.987,183533,3,fear
0wcSfx10w5qS7qrfpQUd2N,Keep Showing Up (Greatness Remix),Fearless Motivation,0.332,0.977,3,-2.927,1,0.237,0.493,6.1e-05,0.231,0.337,83.829,114375,3,fear
7gcZFJSV1TJmzAv4kzTKc4,When You Feel Like Quitting (Greatness Remix),Fearless Motivation,0.496,0.961,0,-3.279,0,0.486,0.619,0.0,0.303,0.144,131.931,176640,4,fear
1RqTp8I2XcY9qKcqB33uBe,One Man Army,Fearless Motivation,0.635,0.84,0,-7.594,0,0.196,0.019,0.0,0.154,0.313,130.025,180000,4,fear
7nd8x8ZoPTtLlPJcsv5IRM,Winna,Fearless Motivation,0.582,0.685,7,-10.061,1,0.122,0.0422,0.0,0.0927,0.352,99.923,198000,4,fear
597jSMXUcyL1vXfk8Ho05f,My Destiny,Fearless Motivation,0.601,0.775,8,-9.47,0,0.107,0.16,6.99e-06,0.106,0.0863,93.745,220000,3,fear
4A59snR0BQmN4MLgR0t7Hm,No Tomorrow (Motivational Speech),Fearless Motivation,0.455,0.694,2,-11.519,1,0.165,0.388,0.0,0.155,0.57,133.348,268240,5,fear
5d1XpEszXWCwrG5XN0z0Mc,Butterfly,Fearless Motivation,0.637,0.849,2,-7.434,0,0.086,0.0124,0.000304,0.229,0.349,96.06,181000,4,fear
1pjcsTjmWFCwalTdHen5ZO,R.I.P. (Motivational Speech),Fearless Motivation,0.499,0.669,9,-14.585,0,0.236,0.408,0.0,0.126,0.309,115.996,200200,4,fear
2LnOggnc0Dh3calHb2Igml,Lonely Lion or Popular Sheep,Fearless Motivation,0.54,0.737,8,-7.794,0,0.137,0.34,0.0,0.112,0.385,154.048,224000,4,fear
660uPJ9dtlhYZskD6frhe4,Re-Inventing Me (Acoustic),Fearless Motivation,0.796,0.467,6,-10.362,0,0.0524,0.405,0.0,0.0961,0.425,72.997,212000,4,fear
4PVZKzy4tk6L0nCnPXExZS,Chasing Highs (feat. The Julianno),"Fearless Motivation, The Julianno",0.677,0.707,0,-9.082,1,0.0536,0.112,0.0003,0.0931,0.239,109.99,226000,4,fear
5qvrUfU6YvDMAW56uZEE6Q,Freedom! '90,The Bellas,0.31,0.493,2,-7.887,1,0.119,0.317,6.23e-05,0.067,0.101,187.811,316453,4,surprise
21jGcNKet2qwijlDFuPiPb,Circles,Post Malone,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,215280,4,surprise
22PMfvdz35fFKYnJyMn077,Marry You,Bruno Mars,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,230192,4,surprise
2grjqo0Frpf2okIBiifQKs,September,"Earth, Wind & Fire",0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,215093,4,surprise
1nahzW3kfMuwReTka28tH5,Hold On,Justin Bieber,0.658,0.634,1,-6.068,0,0.0431,0.0104,0.0,0.12,0.302,140.002,170813,4,surprise
6wmAHw1szh5RCKSRjiXhPe,How Long,Charlie Puth,0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853,4,surprise
7d1CFwrBmH34gmS0Hkbfbt,Replay,Zendaya,0.688,0.723,6,-6.682,0,0.121,0.0416,0.0002,0.302,0.618,140.023,209187,4,surprise
0rTV5WefWd1J3OwIheTzxM,Talk,"Khalid, Disclosure",0.9,0.4,0,-8.443,1,0.124,0.0501,0.0,0.0876,0.338,136.001,197487,4,surprise
6FE2iI43OZnszFLuLtvvmg,Classic,MKTO,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,175427,4,surprise
0nfS2TJUiMyHv0hBpcmmco,Thank You,MKTO,0.65,0.943,11,-4.751,1,0.0692,0.0171,0.0,0.15,0.8,126.008,229880,4,surprise
0KpfYajJVVGgQ32Dby7e9i,"Hey, Soul Sister",Train,0.675,0.885,1,-4.432,0,0.0436,0.217,0.0,0.086,0.768,97.03,216667,4,surprise
1dAGqxejXIdwvg2MzkYOu5,Game On,CJ Ryan,0.828,0.793,8,-6.251,1,0.123,0.0852,0.0,0.201,0.931,119.995,212907,4,surprise
19cL3SOKpwnwoKkII7U3Wh,Geronimo,Sheppard,0.705,0.78,7,-6.267,1,0.0805,0.456,0.00152,0.115,0.457,142.028,218228,4,surprise
2F6JxWMP2ZfmVErc3ZTmqQ,The Champion - Bonus Track,"Carrie Underwood, Ludacris",0.529,0.87,8,-3.32,0,0.327,0.0529,0.0,0.0946,0.36,182.1,222507,4,surprise
6v3KW9xbzN5yKLt9YKDYA2,Señorita,"Shawn Mendes, Camila Cabello",0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,190800,4,surprise
1rfofaqEpACxVEHIZBJe6W,Havana (feat. Young Thug),"Camila Cabello, Young Thug",0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,4,surprise
5cF0dROlMOK5uNZtivgu50,Attention,Charlie Puth,0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,4,surprise
7soJgKhQTO8hLP2JPRkL5O,One Call Away,Charlie Puth,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,194453,4,surprise
1058fW9H3fZA6QjYCdOBad,Don't Go Yet,Camila Cabello,0.666,0.796,10,-6.967,0,0.103,0.0492,0.0,0.0442,0.61,110.108,164842,4,surprise
2sXf2JdbB2GlNju00kw9WE,Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027,203123,4,surprise
5lA3pwMkBdd24StM90QrNR,P.Y.T. (Pretty Young Thing),Michael Jackson,0.888,0.816,11,-4.909,0,0.0404,0.233,0.00042,0.127,0.961,127.276,238733,4,surprise
2Cy7QY8HPLk925AyNAt6OG,Black or White - Single Version,Michael Jackson,0.741,0.894,4,-3.826,1,0.0496,0.0814,0.0527,0.089,0.96,114.879,202853,4,surprise
1Ov37jtRQ2YNAe8HzfczkL,Wildest Dreams (Taylor's Version),Taylor Swift,0.583,0.67,8,-7.289,1,0.0646,0.0374,0.0001,0.126,0.498,140.061,220433,4,surprise
1GDrGx9VWaAgaekuddnLYq,Treasure,Bruno Mars,0.872,0.699,5,-5.071,0,0.0349,0.0291,0.000121,0.0639,0.934,116.033,176093,4,surprise
161DnLWsx1i3u1JT05lzqU,Talking to the Moon,Bruno Mars,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4,surprise
2tJulUYLDKOg9XrtVkMgcJ,Grenade,Bruno Mars,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4,surprise
5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,Miley Cyrus,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4,surprise
4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),"Usher, Pitbull",0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,220800,4,surprise
4esOae7i4rqTbAu9o5Pxco,Girl on Fire,Alicia Keys,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,224920,4,surprise
6QgjcU0zLnzq5OrUoSZ3OK,Feel It Still,Portugal. The Man,0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4,surprise
6Vh03bkEfXqekWp7Y1UBRb,Live While We're Young,One Direction,0.663,0.857,2,-2.16,1,0.0544,0.0542,0.0,0.144,0.931,126.039,200213,4,surprise
3WKg25vrbjJlkhsgl2W4p3,Bright,Echosmith,0.646,0.431,6,-8.517,1,0.0262,0.637,6.99e-06,0.113,0.292,90.034,220627,4,surprise
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Shawn Mendes,0.866,0.813,11,-4.063,0,0.0554,0.38,0.0,0.0779,0.969,121.998,199440,4,surprise
5T490vvoFNU6psep0NPmxs,Savage Love (Laxed - Siren Beat),"Jawsh 685, Jason Derulo",0.795,0.48,3,-8.556,1,0.0688,0.243,0.0,0.271,0.723,149.919,171375,4,surprise
4YeKAwFn69ehnciOfi7Sbf,Beggin',Madcon,0.715,0.796,4,-4.889,0,0.0534,0.0284,0.0,0.0658,0.431,129.04,218707,4,surprise
6OGogr19zPTM4BALXuMQpF,Take My Breath - Single Version,The Weeknd,0.748,0.74,8,-6.01,1,0.0484,0.0107,2.18e-05,0.101,0.518,121.004,220196,4,surprise
3Vo4wInECJQuz9BIBMOu8i,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,surprise
4ml4WlnHDEpOK8HRVYTCWf,drivers license,Olivia Rodrigo,0.584,0.433,10,-8.822,1,0.0533,0.743,1.35e-05,0.106,0.14,143.994,242013,4,surprise
3ucQ4DLpH8RgyzqYBMnDpj,deja vu,Olivia Rodrigo,0.442,0.596,9,-7.272,1,0.109,0.584,6.62e-06,0.39,0.166,181.278,215507,4,surprise
5JCoSi02qi3jJeHdZXMmR8,favorite crime,Olivia Rodrigo,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,152667,4,surprise
67zT3NI4tTOj8GreXetF6s,Smoke and Fire,Sabrina Carpenter,0.459,0.869,11,-4.125,0,0.0874,0.00567,1.72e-06,0.0728,0.53,169.934,225011,4,surprise
5CmIIBRVQWLX2uXAkuBlS8,Weatherman,Eddie Benjamin,0.772,0.437,6,-6.877,1,0.0298,0.183,0.0,0.243,0.814,96.971,145979,3,surprise
7jk7gqyEonmVVYahZN5zhW,Circus,Britney Spears,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,192360,4,surprise
55S789z0lRc4ozxrxT763N,I Feel Glorious,Aria May,0.846,0.702,8,-4.608,1,0.123,0.137,0.00195,0.106,0.599,140.026,225000,4,surprise
0JQ5MbyriK6ruD3t6RZ7ix,Never Seen the Rain,Tones And I,0.672,0.464,6,-5.624,0,0.037,0.43,0.0,0.284,0.271,92.069,200742,4,surprise
6g3XrmNrWVa33dZuxIhMbF,Way Less Sad,AJR,0.701,0.547,2,-8.238,1,0.0483,0.00843,0.0,0.0987,0.4,140.015,206108,4,surprise
1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry Styles,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,177955,4,surprise
5nhW8I46uDE5sc5ouEbzao,Who's In Your Head,Jonas Brothers,0.704,0.778,5,-5.331,1,0.0971,0.00447,0.0,0.0731,0.821,101.025,183537,4,surprise
0DiDStADDVh3SvAsoJAFMk,Only Human,Jonas Brothers,0.795,0.496,0,-5.883,1,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,4,surprise
1tSjFlsXMVAyjmMRGxj2Lc,Empire State Of Mind,"JAY-Z, Alicia Keys",0.49,0.957,8,-1.569,0,0.385,0.0259,0.0,0.539,0.81,173.559,276907,4,surprise
0eBz69KPFaqvaHXN86zSEC,Blush,Spencer Sutherland,0.841,0.704,5,-6.381,0,0.136,0.0395,0.0,0.0346,0.918,120.009,186528,4,surprise
0sORs2JFLWgXnBidr5c17v,Drive,Spencer Sutherland,0.9,0.571,4,-8.463,0,0.104,0.00504,7.05e-05,0.0354,0.748,106.957,151181,4,surprise
6Eoog6vLfFDcckCZenKyvy,Home,"Spencer Sutherland, Victoria Justice",0.663,0.686,10,-7.189,1,0.0572,0.179,0.0,0.0683,0.733,107.022,199132,4,surprise
1I6pKIyaBp4OebTGLJpCCC,Perm,Bruno Mars,0.853,0.871,8,-3.715,1,0.0851,0.0145,6.84e-05,0.198,0.863,124.021,210053,4,surprise
4h4QlmocP3IuwYEj2j14p8,Sunroof,"Nicky Youre, dazy",0.768,0.714,10,-5.11,1,0.0401,0.352,0.0,0.15,0.842,131.443,163026,4,surprise
10uGdDVJHS0Pgwx1T2U4kH,Out of Time,The Weeknd,0.617,0.762,0,-4.467,0,0.0469,0.232,0.0,0.291,0.823,92.971,214191,4,surprise
4UiovBMIFb0EwICzNzvh0h,Good Time,Anthony Ramos,0.732,0.704,6,-5.981,0,0.252,0.146,3.03e-05,0.0601,0.746,112.135,166888,4,surprise
1j8z4TTjJ1YOdoFEDwJTQa,Ain't It Fun,Paramore,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,296520,4,surprise
4Wos0h9ECU2Z3oJMTQxpbc,Read your Mind,Sabrina Carpenter,0.672,0.803,3,-5.061,0,0.049,0.0111,0.0,0.0782,0.578,120.058,207850,4,surprise
5QhJorJmjqYfETfqgBtGg3,Already Over,Sabrina Carpenter,0.546,0.788,4,-7.109,1,0.543,0.434,0.0,0.121,0.468,113.582,170827,4,surprise
75MNhvTCCKsST3YqqUiU9r,Shivers,Ed Sheeran,0.788,0.859,2,-2.724,1,0.0856,0.281,0.0,0.0424,0.822,141.02,207853,4,surprise
64CMIXxvEeRJW53epEUkU7,Love of My Life - ARKADI Remix,"Jennifer Lopez, Arkadi",0.751,0.521,4,-9.274,1,0.105,0.269,0.0,0.0871,0.268,125.109,197852,4,surprise
68ZolUi1wARFSDGQCeybgy,After Love (Part 1),Jennifer Lopez,0.685,0.446,1,-8.674,0,0.0512,0.107,0.0,0.101,0.285,112.811,165051,4,surprise
4KBx9DSSbFaumwlEqjX4CP,"thank u, next",Ariana Grande,0.743,0.662,1,-5.745,1,0.0534,0.268,1.36e-06,0.102,0.408,107.027,207320,4,surprise
0nox76VxGYPIIIP7yr5I6o,7 rings,Ariana Grande,0.78,0.321,1,-10.747,0,0.371,0.559,0.0,0.0881,0.316,139.961,178627,4,surprise
2qT1uLXPVPzGgFOx4jtEuo,no tears left to cry,Ariana Grande,0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,4,surprise
5J4ZkQpzMUFojo1CtAZYpn,Love Me Harder,"Ariana Grande, The Weeknd",0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,236133,4,surprise
06EL94D0TA27Ik0Ke5usbj,The Way,"Ariana Grande, Mac Miller",0.645,0.877,5,-3.208,0,0.113,0.294,0.0,0.0759,0.861,82.324,227027,4,surprise
6NmCCgnQcxKHPOAKgd9Nth,Baby I,Ariana Grande,0.724,0.796,1,-3.686,1,0.0328,0.0152,0.0,0.354,0.542,101.975,197600,4,surprise
1BZG99C7Co1r6QUC3zaS59,Same Old Love,Selena Gomez,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,229080,4,surprise
6SEizXg6WimNyK8NdI9biV,Time of Our Lives,"Pitbull, Ne-Yo",0.729,0.801,5,-5.698,0,0.0529,0.0895,0.0,0.766,0.764,123.995,229347,4,surprise
4kKDkUwPria5AFZvUMZoH8,Side To Side,"Ariana Grande, Nicki Minaj",0.644,0.725,6,-5.816,0,0.184,0.0415,0.0,0.165,0.67,159.172,226160,4,surprise
5e2ZOmiFEAOFEgXNj1mHEk,I Remember,"Cheat Codes, Russell Dickerson",0.57,0.737,1,-4.27,0,0.0685,0.0314,0.0,0.248,0.621,100.052,168117,4,surprise
7oGZAicScQt96OAW4AruYy,Want to Want Me,Jason Derulo,0.775,0.68,0,-5.508,0,0.0629,0.00906,0.0,0.109,0.656,114.025,207719,4,surprise
3Hgk2MiY3hIIp6Hmf1fxeW,motive (with Doja Cat),"Ariana Grande, Doja Cat",0.793,0.751,10,-5.67,0,0.0795,0.0752,0.0,0.173,0.646,116.966,167990,4,surprise
4svZDCRz4cJoneBpjpx8DJ,I Did Something Bad,Taylor Swift,0.696,0.602,0,-6.156,0,0.159,0.0679,2.11e-05,0.0696,0.305,82.989,238253,4,surprise
0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,0.773,0.742,5,-3.678,0,0.046,0.0206,0.0,0.0754,0.571,114.071,165265,4,surprise
4yNk9iz9WVJikRFle3XEvn,golden hour,JVKE,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,209260,3,surprise
3F3roWqJPMtmLbPPl93bbR,i can't help it,JVKE,0.459,0.639,1,-4.152,1,0.0638,0.236,0.00922,0.248,0.344,155.935,177887,4,surprise
4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3,surprise
71IEKZtnuNR9W0Sl2CsvZU,34+35,Ariana Grande,0.822,0.577,5,-6.449,1,0.0693,0.264,0.0,0.265,0.496,110.005,173711,4,surprise
5Gu0PDLN4YJeW75PpBSg9p,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld, Alesso, Florida Georgia Line, WATT",0.664,0.708,8,-4.154,1,0.0474,0.0337,0.0,0.0841,0.742,103.07,174800,4,surprise
0DGTcMqvVR7fmBXgiG6jz4,Just A Cloud Away,Pharrell Williams,0.89,0.46,2,-8.155,1,0.0359,0.432,0.0,0.11,0.677,112.555,176078,3,surprise
3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,"The Weeknd, Daft Punk",0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987,269187,4,surprise
3JF3flDpns4Djyjw7qkLlX,Right On Time,Lindsay Ell,0.632,0.808,5,-4.759,1,0.0397,0.0293,2.01e-05,0.0833,0.597,93.982,186094,4,surprise
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),"Camila Cabello, DaBaby",0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,4,surprise
0Jrzzjj0pVzS6xl4wonUNh,Walkashame,Meghan Trainor,0.657,0.721,5,-5.733,1,0.0537,0.0793,0.0,0.0653,0.67,87.977,178240,4,surprise
4hB3VufL8edxIAoke8Nmgt,Dance with Me Tonight,Olly Murs,0.667,0.735,11,-5.883,0,0.06,0.333,0.0,0.0752,0.963,163.945,203280,4,surprise
4S1vnq8appsFS8xT5bnXgm,Love On The Brain,Rihanna,0.509,0.629,4,-4.832,0,0.0463,0.072,9.58e-06,0.0814,0.393,171.974,224000,3,surprise
26XaOsDMbl0e1cVKYfkz6w,Falling,Trevor Daniel,0.785,0.431,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.085,159382,4,surprise
0yz2J4wsXFCjMjpJ6A74yV,Fine China,Chris Brown,0.654,0.731,10,-4.767,0,0.0568,0.0419,0.0,0.122,0.59,104.002,213200,4,surprise
7xYnUQigPoIDAMPVK79NEq,Run It! (feat. Juelz Santana),"Chris Brown, Juelz Santana",0.846,0.482,1,-6.721,0,0.129,0.0246,0.0,0.393,0.212,100.969,229867,4,surprise
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,4,surprise
0l0CvurVUrr2w3Jj1hOVFc,NO,Meghan Trainor,0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,4,surprise
3wuR0YSNdT9rgWfFi1lctv,Million Ways,HRVY,0.645,0.803,6,-4.819,1,0.034,0.0312,0.0,0.13,0.471,106.03,169887,4,surprise
5MMLS3xm12D7N26xlfFApr,Runaway Baby,Bruno Mars,0.658,0.762,10,-3.028,0,0.0425,0.263,0.0,0.127,0.823,163.864,148448,4,surprise
3G5iN5QBqMeXx3uZPy8tgB,Young Girls,Bruno Mars,0.561,0.749,6,-4.951,0,0.032,0.461,1.82e-06,0.205,0.501,125.986,228720,4,surprise
4Wu62DoQg1ECGlDKDfo30R,Hero,"Martin Garrix, JVKE",0.534,0.696,9,-5.211,0,0.0694,0.316,0.0,0.248,0.251,168.149,160714,4,surprise
3SwlakM6VX47IwG0Wll5ek,Promiscuous,"Nelly Furtado, Timbaland",0.807,0.97,10,-6.056,0,0.0477,0.0536,6.6e-05,0.149,0.876,114.297,242373,4,surprise
4mQVHEjrnuUd7G5IVhSYTk,Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],"Justin Timberlake, JAY-Z",0.797,0.611,11,-4.99,0,0.183,0.0927,1.37e-06,0.259,0.426,102.034,269147,4,surprise
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),"Usher, Lil Jon, Ludacris",0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4,surprise
3my8nYpb74vfIPyRPo0zVq,Show Me How You Burlesque (Burlesque) - Original Motion Picture Soundtrack,Christina Aguilera,0.753,0.708,7,-5.389,1,0.265,0.0081,0.0,0.188,0.323,105.521,179373,4,surprise
2oJEBne401XJAPfBXyDBwS,Express - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,0.727,0.573,6,-7.029,1,0.0333,0.000287,0.00188,0.307,0.162,106.979,260040,4,surprise
1wfsEe3xb2kvWv8dXD5k5m,Bound To You - Burlesque Original Motion Picture Soundtrack,Christina Aguilera,0.286,0.411,4,-4.94,0,0.0315,0.834,0.0,0.132,0.0703,164.1,263827,3,surprise
0LQtEJt7x0s6knb6RKdRYc,Chicken Fried,Zac Brown Band,0.566,0.713,6,-4.25,1,0.0418,0.645,0.0,0.114,0.805,169.861,238147,4,surprise
7IezwtVIJIPC36LpKMR9d7,Violet,"Connor Price, Killa",0.924,0.716,8,-7.158,0,0.0541,0.0177,1.15e-06,0.128,0.48,119.973,122880,4,surprise
71rw9MB77BR8LHMFZK8gKV,SPLAT,Connor Price,0.908,0.45,7,-7.174,1,0.314,0.0608,0.0,0.0663,0.515,108.056,125685,4,surprise
2cX2coZS1PYBfPs8wgbdWE,More Than A Woman,Bee Gees,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,196213,4,surprise
0qemIQjSxcKyf42VPfZnfa,"Night Fever - From ""Saturday Night Fever"" Soundtrack",Bee Gees,0.726,0.779,1,-7.057,0,0.0251,0.0178,0.00178,0.104,0.841,109.133,212800,4,surprise
46eu3SBuFCXWsPT39Yg3tJ,Don't Stop 'Til You Get Enough,Michael Jackson,0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,365467,4,surprise
7dxKdQC9Vo1hDxIUnt1z0Q,Rollercoaster,Jonas Brothers,0.697,0.58,11,-7.986,0,0.0451,0.0583,0.0,0.393,0.467,123.977,181813,4,surprise
